URL,Author,Source,Lieu,Title,Content,MainPIC,Date,Year
https://www.wedemain.fr/Les-voitures-volantes-posent-de-nombreux-defis-reglementaires_a3337.html,Séverine Mermilliod,WeDemain,,"""Les voitures volantes posent de nombreux défis réglementaires""","Imaginés dans Blade Runner ou Le cinquième élément, les véhicules volants constituent un fantasme attractif en train de devenir réalité. Mais des obstacles règlementaires existent encore à leur arrivée massive au-dessus de nos têtes. Entretien avec Yves Morier, conseiller principal du directeur des certifications de l’Agence européenne de sécurité aérienne.",https://www.wedemain.fr/photo/art/imagette/22616596-25240471.jpg,06/06/2018,2018
https://www.wedemain.fr/A-Montreuil-une-friche-urbaine-festive-alimentee-a-l-energie-solaire_a3347.html,Emma Derome,WeDemain,Montreuil,"À Montreuil, une friche urbaine festive alimentée à l'énergie solaire","Station E, pour """"Station Energie"""", est un nouvel espace culturel et festif alimenté uniquement par des énergies vertes. La friche, qui proposera des plats à la cuisson solaire et boissons mixées à la force des jambes, est inaugurée ce samedi.   ",https://www.wedemain.fr/photo/art/imagette/22775138-25327806.jpg,05/06/2018,2018
https://www.wedemain.fr/Des-villes-gerees-par-les-GAFA-un-dangereux-abandon-de-souverainete_a3346.html,Claire Commissaire,WeDemain,,"Des villes gérées par les GAFA : ""un dangereux abandon de souveraineté""","Une étape de plus dans nos vies connectées : les géants du numérique proposent désormais leurs services aux municipalités. Les algorithmes vont-ils bientôt remplacer nos élus ? Entretien avec Jean Haëntjens, économiste et urbaniste, qui publie un livre sur le sujet et participe ce mercredi à une table ronde organisée par We Demain avec la ville de Nantes.  ",https://www.wedemain.fr/photo/art/imagette/22773397-25326514.jpg,05/06/2018,2018
https://www.wedemain.fr/La-chauve-souris-une-solution-pour-lutter-contre-les-insectes-nuisibles_a3335.html,Séverine Mermilliod,WeDemain,,"La chauve-souris, une solution pour lutter contre les insectes nuisibles","Elles ne boivent pas de sang mais se nourrissent d’insectes nuisibles, un potentiel que certaines communes commencent à exploiter. Elles, ce sont les chauves–souris ! À Grenoble, un projet veut les réintroduire en ville grâce à des gites et nichoirs destinés aussi aux mésanges et hirondelles.    ",https://www.wedemain.fr/photo/art/imagette/22611373-25237184.jpg,05/06/2018,2018
https://www.wedemain.fr/Ne-sans-avant-bras-il-se-construit-une-prothese-en-Lego_a3342.html,Paola De Rohan-Csermak,WeDemain,,"Né sans avant-bras, il se construit une prothèse en Lego","À l’école, on l’appelait """"le gars sans bras"""". Sur la toile et bien avant la sortie du dernier opus de Star Wars il est devenu Hand Solo. Des milliers d’internautes suivent au fil de ses vidéos les progrès techniques de ses prothèses, construites par ses soins, en Lego.   ",https://www.wedemain.fr/photo/art/imagette/22742093-25307277.jpg,05/06/2018,2018
https://www.wedemain.fr/Avec-cette-ruche-robinet-devenez-happy-culteur_a3338.html,,WeDemain,,"Avec cette ruche-robinet, devenez happy-culteur"," Nous vous avions parlé en 2015 de Flow Hive, ce projet d’une ruche révolutionnaire qui avait levé la somme record de 2 millions de dollars (en moins de 48 heures) grâce au financement participatif. Pour la première fois, une ruche permettait de récolter du miel en abaissant un simple levier. Bénéfique pour les abeilles, qui n’ont plus besoin d’être enfumées le temps de la récolte, e...",https://www.wedemain.fr/photo/art/imagette/22618044-25241318.jpg,05/06/2018,2018
https://www.wedemain.fr/Premier-producteur-mondial-de-lin-la-France-veut-resister-a-la-Chine_a3343.html,Emma Derome,WeDemain,,"Premier producteur mondial de lin, la France veut résister à la Chine"," La France est le leader mondial de la production de lin. Une matière noble et ultra-écologique. Mais les savoir-faire des tisseurs se sont délocalisés en Chine, qui domine à présent le marché. Dans le Nord de la France, l’industrie du lin tente de conquérir des consommateurs par un retour au “made in France”. Patrick choisit une tige de son bouquet de lin, la frotte entre ses doigts, et d’un geste assurésépare la fibre de la paille : “C’est ce que l’on appelle le teillage du lin. Ce métier, c’est toute ma vie. J’ai travaillé le lin pendant 40 ans, c’est devenu une passion.” Cet ancien employé de la société de teillage",https://www.wedemain.fr/photo/art/imagette/22745788-25309994.jpg,04/06/2018,2018
https://www.wedemain.fr/A-l-assaut-des-faux-miels-coupes-au-sucre_a3340.html,,WeDemain,,"À l’assaut des ""faux miels"" coupés au sucre","Des miels frelatés se sont invités dans nos supermarchés. Coupés au sirop, ils sont moins chers et proviennent notamment de Chine. Mais la situation devrait changer grâce à une nouvelle loi. Une enquête à retrouver samedi 2 juin à 14h sur France 2. Bonne nouvelle pour le miel! Un amendement adopté par l’Assemblée nationale mardi 29 mai va obliger les industriels à afficher son ou ses pays de provenance à partir de septembre 2019. La majorité des miels vendus en France ne sont en fait pas français: sur ...",https://www.wedemain.fr/photo/art/imagette/22644807-25256578.jpg,01/06/2018,2018
https://www.wedemain.fr/Herboriste-un-metier-d-avenir-encore-illegal-en-France_a3339.html,Paola De Rohan-Csermak,WeDemain,,Herboriste : un métier d’avenir encore illégal en France,"Les herboristes n’existent plus juridiquement en France depuis 1941 et le régime de Vichy. Une mission d’information a été créée au Sénat pour remettre la profession dans la légalité, alors que le marché des plantes médicinales n'en finit plus de croître. L’Alchimiste, à Martigny, dans le canton suisse du Valais, ne désemplit pas. Français et Suisses y trouvent un large choix d’herbes médicinales et des conseils avisés. """"On me demande d’ouvrir une herboristerie de l’autre côté de la frontière, sourit Florence Kuonen, la patronne, herboriste-droguiste. Si j’ouvrais la même, je deviendrais hors-la-loi !"""" En effet, selon la loi française, les ...",https://www.wedemain.fr/photo/art/imagette/22639337-25252261.jpg,31/05/2018,2018
https://www.wedemain.fr/Voici-le-plus-petit-telephone-du-monde_a3334.html,,WeDemain,,Voici le plus petit téléphone du monde," À l’heure où les smartphones rivalisent de taille d'écran, le fabriquant Zini Mobiles prend le contrepied de la tendanceet va bientôt sortir le Zanco Tiny T1, un mini téléphone aux allures de domino. À peine plus gros qu’un pouce (moins de 5 cm de haut et 2 cm de large, pour un poids de 13g), il est """"officiellement le plus petit téléphone mobile au monde"""", souligne son constructeur. Tenant """"dans n’importe quelle poche"""" ou porté en pendentif, il se destine principalement aux coureurs, cyclistes et autres sportifs, aux festivaliers qui auraient peur de perdre leur smartphone à 700 euros dans la foule (ou à ceux que rebute la tendance aux mobiles géants).",https://www.wedemain.fr/photo/art/imagette/22609205-25235611.jpg,30/05/2018,2018
http://www.liberation.fr/evenements-libe/2017/12/22/locavorisme-le-bonheur-est-dans-le-pres_1618625,Jacky Durand,Libé des solutions,France,Locavorisme : le bonheur est dans le près,"Contrepied à la grande distribution qui fit florès lors des Trente Glorieuses, l’esprit des Amap a essaimé dans toute la société. Objectifs : manger local, souvent bio, et rapprocher producteurs et consommateurs.

    Locavorisme : le bonheur est dans le près

Quel rapport y a-t-il entre Emilie Jeannin, éleveuse de charolais à la Ferme de Lignières, perdue dans le bocage bourguignon, et la boutique Au bout du champ, installée dans la très bobo rue des Martyrs à Paris ? Ils s’adressent tous les deux aux consommateurs par le plus direct chemin de la production à la vente. Emilie Jeannin propose des colis de viande (11 euros le kilo pour 10 kilos d’achat) en direct de sa ferme et Au bout du champ vend des fruits et des légumes de saison, récoltés le jour même chez les producteurs dans un rayon de 100 kilomètres autour de Paris.
Marchés paysans

Les circuits courts sont dans l’air de ce temps alimentaire, mitigé entre angoisse et hédonisme. Chaque jour, ils gagnent en visibilité, mais ne s",http://md1.libe.com/photo/1082839-reportage-pour-liberation-a-l-auberge-du-vermont.jpg?modified_at=1514903347&width=960,22/12/2017,2017
http://www.liberation.fr/evenements-libe/2017/12/22/du-cote-de-nice-visite-chez-les-pionniers-de-la-classe_1618629,Mathilde Frénois,Libé des solutions,Nice,"Du côté de Nice, visite chez les pionniers de la classe","Le village de Mouans-Sartoux, dans les Alpes-Maritimes, cultive ses propres parcelles pour fournir sa cantine scolaire en produits bios locaux. Le système, mis en place en 2010, perdure grâce à une méticuleuse chasse au gaspillage.

    Du côté de Nice, visite chez les pionniers de la classe

Camille, 6 ans, se met sur la pointe des pieds pour se rapprocher du self-service. Le nez collé aux ramequins en Pyrex, cet élève de CP compte chaque lamelle de chou chinois : «Il y en a six, je prends.» Il opte pour le ramequin le moins rempli. «Je n’aime pas les légumes. Sauf les frites, s’empresse de préciser le garçon. Ils en servent un mardi sur deux à la cantine. Et elles ne ressemblent pas à du plastique comme à McDo.»

Si dans les assiettes de l’école Aimé-Legall de Mouans-Sartoux les aliments ne sont pas tous calibrés, c’est qu’ils sont 100 % biologiques et 85 % locaux. Avec mille repas servis chaque jour dans ses écoles et ses crèches, cette commune des Alpes-Maritimes fait figure de pré",http://md1.libe.com/photo/1082837-cantine-bio-a-mouans-sartoux.jpg?modified_at=1513972927&width=960,22/12/2017,2017
http://www.liberation.fr/evenements-libe/2017/12/22/chez-florent-ladeyn-de-l-oie-des-flandres-aux-feuilles-de-sureau_1618623,Pierre Carrey,Libé des solutions,Boeschèpe (Nord),"Chez Florent Ladeyn, de l’oie des Flandres aux feuilles de sureau","Le Nordiste, connu pour «Top Chef», renoue avec les paysans du coin et se fournit uniquement dans un rayon de moins de 50 kilomètres.

    Chez Florent Ladeyn, de l’oie des Flandres aux feuilles de sureau

Dans la mesure où le cacao - jusqu’à preuve du contraire - ne pousse pas dans les monts des Flandres, le chef nordiste Florent Ladeyn a inventé son chocolat local, un mélange de malt et de betterave séchée. Existe aussi en version «Banania», quand on y ajoute du topinambour.

Ce pionnier de la cuisine «locavore» en France, qui a fait fumer l’écran comme finaliste de l’émission Top Chef en 2013 (le barbu zen, c’est lui), pense que son travail est un jeu mais que son métier a de graves responsabilités : «On a laissé crever les paysans.» D’abord les bêtes, puis les hommes. «A force d’importer du porc ibérique, le meilleur du monde paraît-il, on a négligé les races locales. C’est ainsi que le porc des Flandres a disparu dans les années 70.» Son cousin d’espèce a failli s’éteindre aussi, ",http://md1.libe.com/photo/1082840-reportage-pour-liberation-a-l-auberge-du-vermont.jpg?modified_at=1513972804&width=960,22/12/2017,2017
http://www.liberation.fr/evenements-libe/2017/12/22/dans-la-banlieue-lyonnaise-vrac-democratise-le-manger-bon_1618622,Jacky Durand,Libé des solutions,Lyon,"Dans la banlieue lyonnaise, Vrac démocratise le «manger bon»","L’association, une coopérative d’achats lancée en 2013, vend aux habitants de quartiers populaires des produits bio à prix coûtant.

    Dans la banlieue lyonnaise, Vrac démocratise le «manger bon»

Vu d’un porte-monnaie moyen, on se dit qu’il ne doit pas être évident de se nourrir en circuit court et en bio quand on compte ses derniers euros pour finir le mois. Et pourtant, cela semble possible : la preuve par l’exemple avec Vrac, une association qui vend, sans marge, produits alimentaires et ménagers dans les banlieues lyonnaises et fait désormais des petits à Strasbourg, Bordeaux et bientôt Toulouse.

Comme souvent pour les projets discrets, humbles mais efficaces, l’idée n’est pas née dans une grand-messe médiatisée mais après un apéro et une discussion de TGV entre Cédric Van Styvendael, directeur général d’Est métropole habitat, bailleur social de la métropole de Lyon, Marc Uhry, ancien directeur de l’agence Rhône-Alpes de la Fondation Abbé-Pierre, et Boris Tavernier, aujourd’hui",http://md1.libe.com/photo/1082838-association-vrac.jpg?modified_at=1513973135&width=960,22/12/2017,2017
http://www.liberation.fr/evenements-libe/2017/12/22/laure-de-biasi-la-grande-distribution-ne-doit-pas-denaturer-le-locavorisme_1618627,Christophe Alix,Libé des solutions,France,Laure de Biasi «La grande distribution ne doit pas dénaturer le locavorisme»,"Pour Laure de Biasi, cheffe de projet à l’Institut d’aménagement et d’urbanisme d’Ile-de-France, les acteurs traditionnels et ceux des circuits courts peuvent cohabiter.

    Laure de Biasi «La grande distribution ne doit pas dénaturer le locavorisme»

Ingénieure en agronomie, Laure de Biasi est cheffe de projet pour l’alimentation durable à l’Institut d’aménagement et d’urbanisme d’Ile-de-France.
Le locavorisme progresse-t-il en France ?

Oui, même s’il n’y a pas de distance officielle pour le définir. Lorsque le terme est apparu à San Francisco en 2005, la limite avait été fixée à 100 miles autour de la ville mais on peut dire qu’est locavore celui qui consomme des produits «locaux» dans un rayon jusqu’à 250 km. Sur les 350 Amap [Association pour le maintien d’une agriculture paysanne, ndlr] franciliennes, la moitié des agriculteurs [dont elles distribuent la production] sont situés en dehors de la région.
Quelles sont les motivations pour consommer local ?

Elles sont multiples. Le ",http://md1.libe.com/photo/978791-distribution-consommation-environnement-assemblee.jpg?modified_at=1523454090&width=960,22/12/2017,2017
http://www.liberation.fr/planete/2017/12/22/pour-rajoy-le-probleme-catalan-reste-entier_1618611,François Musseau,Libé des solutions,Barcelone,"Pour Rajoy, le problème catalan reste entier ","Les élections législatives de jeudi ont offert une majorité aux sécessionistes catalans, tout en consacrant la force du parti de centre-droit Ciudadanos, grand rival du Parti populaire. Un double échec pour le chef du gouvernement espagnol.

    Pour Rajoy, le problème catalan reste entier

Le 27 octobre, en appliquant pour la première fois l’article 155 de la Constitution (la mise sous tutelle d’une région entière par l’Etat), le chef du gouvernement espagnol, le conservateur Mariano Rajoy, pensait avoir en partie réglé le casse-tête catalan et étouffé pour un temps la fièvre sécessionniste de la locomotive économique du pays. D’autant que, contrairement à toutes les attentes, la mainmise de Madrid sur les institutions catalanes avait été apparemment bien acceptée par les hauts fonctionnaires régionaux et une bonne partie de l’opinion, fatiguée des rassemblements incessants en faveur d’une république dont l’avènement paraît bien incertain.

Rajoy, et avec lui les partisans de la ferme",http://md1.libe.com/photo/1082825-barcelona-soir-du-21122017-la-estacion-del-norte-ou-il-ya-le-meeting-du-parti-esquerra-republicana-e.jpg?modified_at=1513972287&width=960,22/12/2017,2017
http://www.liberation.fr/france/2017/12/22/revenu-de-base-l-idee-passe-aux-cash-tests_1618606,Rémy Descous-Cesari,Libé des solutions,France,Revenu de base : l’idée passe aux cash-tests,"Au centre des débats lors de la dernière campagne présidentielle, le revenu de base pourrait être expérimenté dans huit départements socialistes. Mais la société civile innove aussi : une association créée par l’écologiste Julien Bayou a déjà lancé son propre dispositif.

    Revenu de base : l’idée passe aux cash-tests

L’idée d’un revenu de base a été mise sur le devant de la scène lors de la dernière campagne présidentielle, la mesure étant notamment proposée par le candidat PS Benoît Hamon. L’association Mon revenu de base (MRB), portée par Julien Bayou (EE-LV), expérimente le versement d’un revenu avec trois volontaires, tirés au sort. Pour le porte-parole d’Europe Ecologie-les Verts et conseiller régional d’Ile-de-France, les combats à mener sont nombreux pour lutter contre la pauvreté. Il milite pour le revenu de base - ou revenu universel - depuis les élections européennes de 2009. Pour les associations MRB ou le Mouvement français pour un revenu de base (MFRB), «revenu de base",http://md1.libe.com/photo/1082823-societe-association-prevention.jpg?modified_at=1513972457&width=960,22/12/2017,2017
http://www.liberation.fr/france/2017/12/22/auvergne-une-remise-en-question-totale-qui-vaut-le-coup_1618575,Didier Arnaud,Libé des solutions,Auvergne,"Auvergne : «Une remise en question totale, qui vaut le coup» ","Pour inciter les urbains à s’installer dans la région des volcans, le dispositif «New Deal» propose offres d’emploi et aides financières. Plus de 700 Français en ont déjà bénéficié. Rencontre avec quatre d’entre eux.

    Auvergne : «Une remise en question totale, qui vaut le coup»

Au loin, on aperçoit de la neige sur la chaîne des Puys. C’est un paysage calme, serein, qu’ils disent admirer quotidiennement. Un beau jour, ces Français ont décidé de faire le grand saut. Quitter Paris, Aix… pour s’installer au pays des volcans, aidés par la région. Depuis cinq ans, l’Auvergne lutte contre le dépeuplement des actifs grâce à son programme «New Deal». Regroupant les offres d’emploi d’entreprises volontaires, le dispositif aide aussi les nouveaux arrivants en leur offrant leur loyer pendant leur période d’essai. Essayer l’Auvergne, c’est parfois l’adopter.

Renaud Biemans, 33 ans, venu d’Aix-en-Provence.

Renaud Biemans, 33 ans, venu d’Aix-en-Provence. Photo Pascal Aimar. Tendance
Renaud Bie",http://md1.libe.com/photo/1082795-aip2017009d07682jpg.jpg?modified_at=1513967821&width=960,22/12/2017,2017
http://www.liberation.fr/futurs/2017/12/22/tristan-harris-votre-attention-s-il-vous-plait_1618567,Romain Duchesne,Libé des solutions,Mountain View,"Tristan Harris : votre attention, s’il vous plaît","Cet ex de Google milite contre les géants de la Silicon Valley, s’inquiétant de leur pouvoir toujours plus hégémonique sur nos vies et notre temps.

    Tristan Harris : votre attention, s’il vous plaît

Combien de temps vous faudra-t-il pour lire cet article ? Cinq minutes top chrono, une opération réalisée d’un trait ? Ou devrez-vous vous y reprendre à plusieurs fois, après des interruptions plus ou moins consenties ? On ne parle pas du bébé qui pleure ou du bus après lequel il faut courir, mais de petites choses bien plus sournoises : une notification Facebook parce que votre cousin a eu la bonne idée de vous taguer sur une photo après un week-end en famille ; un message WhatsApp de votre groupe de potes du lycée ; un récapitulatif des tweets marquants de la journée.

Cette liste, non exhaustive, appartient à ce phénomène que Tristan Harris, 33 ans, appelle «l’économie de l’attention» qui, d’après lui, «pirate nos esprits». Ce trentenaire californien sait de quoi il parle. Jusqu’en ",http://md1.libe.com/photo/1082785-aaajpg.jpg?modified_at=1513967695&width=960,22/12/2017,2017
http://www.lepoint.fr/societe/a-mont-de-marsan-des-cellules-ouvertes-pour-reduire-les-violences-18-09-2017-2157778_23.php,Mégane Chiecchi,Le Point,Mont-de-Marsan,"À Mont-de-Marsan, des cellules ouvertes pour réduire les violences","Plus de portes pour le pénitencier. À quelques kilomètres du centre-ville, entourés de barbelés et équipés d'un mirador, s'élèvent les bâtiments de béton de la prison de Mont-de-Marsan. Construit en 2008, le centre pénitentiaire fait cohabiter deux modèles de détention, deux univers carcéraux aux antipodes l'un de l'autre. Depuis 2015, en plus de la détention classique est testé un mode de détention alternatif. Des détenus qui possèdent les clés de leur cellule circulent librement dans l'établissement pénitentiaire, et cohabitent dans les couloirs avec les surveillants. C'est ce que l'on peut voir en passant la porte des bâtiments CD1 (centre de détention 1) et MA2 (maison d'arrêt 2), qui fonctionnent selon les règles du « module de respect ». Ce modèle, venu d'Espagne, « a pour objectif premier la réduction des violences en détention », explique Christelle Drouet, directrice de l'établissement. À peine la porte blindée franchie, la différence est frappante. Les sols des bâtiments « re",,18/09/2017,2017
http://www.jeuneafrique.com/482360/societe/au-mali-siaka-traore-fait-de-la-lutte-contre-lexcision-le-combat-de-sa-vie/,Aboubacar Dicko,Jeune Afrique,Mali,"Au Mali, Siaka Traoré fait de « la lutte contre l’excision, le combat de sa vie »","Enfant, il a vu sa mère pratiquer l’excision à Koya, son village natal, dans la région de Koulikoro. Devenu adulte, il est aujourd'hui l’une des principales figures de la lutte contre les mutilations sexuelles dans son pays. Portrait d’un homme qui a fait d’une question, considérée jusque-là comme exclusivement féminine, le combat de sa vie.

« J’étais jeune. Je me rappelle que dans un village voisin de Koulikoro, 33 filles de la même génération avaient été regroupés pour être excisés. Il y a eu deux décès. J’ai demandé des explications à ma mère qui m’a dit que ce sont des sacrifices pour les 31 autres restantes ». Quand Siaka Traoré, 50 ans, raconte cette histoire, il ne peut s’empêcher de fermer les yeux et s’arrêter de temps en temps pour digérer « la douleur qu’il a ressentie ce jour-là ».

Avant de poursuivre : « Pour ma maman, l’heure, c’est-à-dire très tôt le matin, qu’elle avait instruite à l’exciseuse de ce village voisin n’avait pas été respectée. Les sorciers ont ainsi eu l",http://www.jeuneafrique.com/medias/2017/10/12/sini-sanuman-bamako-advocacy-project-2014-592x296.jpg,12/10/2017,2017
http://www.liberation.fr/france/2018/03/27/a-bobigny-une-americaine-fait-rayonner-l-etoile-a-nouveau_1639183,Ramsès Kefi,Libération,Bobigny,"A Bobigny, une Américaine fait rayonner l’Etoile à nouveau","Après la baisse des dotations de la mairie de droite, une mécène originaire des Etats-Unis est venue financièrement à la rescousse d’un petit club de la ville de Seine-Saint-Denis, indispensable à la bonne marche du quartier.

A Bobigny, une Américaine fait rayonner l’Etoile à nouveau

En octobre, une Américaine croise un Français dans un colloque organisé en Irlande par une ONG. La thématique qui les réunit est la plus douce qui soit  : comment promouvoir la paix dans le monde  ? Entre autres activités au cinéma et au théâtre, Caroline –  elle ne préfère pas donner son patronyme  –, fille d’un richissime philanthrope, s’intéresse aux problématiques de marginalisation. Fouad ben Ahmed, lui, milite en Seine-Saint-Denis depuis quinze ans au moins et travaille sur des marottes de proximité autour du logement. Tous les deux décrivent un feeling intellectuel –  comme dans un synospis de film d’auteur.

Un mois plus tard, ils s’appellent. Au gré d’une digression, il évoque le coma d’un petit",http://md1.libe.com/photo/1108491-bobigny-la-cite-etoile.jpg?modified_at=1522148837&width=960,27/03/2018,2018
